i_32_a,sign,i_32_b,o_32_s,o_expected,Delta,%saiso,,,,,,,,,
38307.332,0,-10078591,-10040283,-10040283.668,0.667999999597669,-0.00000665319847213772%,,,,,,,,,
-10078591,1,38307.332,-10116899,-10116898.332,-0.667999999597669,0.00000660281419933586%,,,,,,,,,
38307.332,1,-10078591,10116899,10116898.332,0.667999999597669,0.00000660281419933586%,,,,,,,,,
-16234345,0,62323.8359,-16172021,-16172021.1641,0.164100000634789,-0.00000101471547043898%,,,,,,,,,
62323.8359,0,-16234345,-16172021,-16172021.1641,0.164100000634789,-0.00000101471547043898%,,,,,,,,,
-16234345,1,62323.8359,-16296669,-16296668.8359,-0.164100000634789,0.00000100695425726080%,,,,,,,,,
62323.8359,1,-16234345,16296669,16296668.8359,0.164100000634789,0.00000100695425726080%,,,,,,,,,
-3466481,0,25686.9277,-3440794.25,-3440794.0723,-0.177699999883771,0.00000516450552255768%,,,,,,,,,
25686.9277,0,-3466481,-3440794.25,-3440794.0723,-0.177699999883771,0.00000516450552255768%,,,,,,,,,
-3466481,1,25686.9277,-3492167.75,-3492167.9277,0.177699999883771,-0.00000508852963439267%,,,,,,,,,
25686.9277,1,-3466481,3492167.75,3492167.9277,-0.177699999883771,-0.00000508852963439267%,,,,,,,,,
-5707569,0,87235.7891,-5620333.5,-5620333.2109,-0.289099999703467,0.00000514382313032242%,,,,,,,,,
87235.7891,0,-5707569,-5620333.5,-5620333.2109,-0.289099999703467,0.00000514382313032242%,,,,,,,,,
-5707569,1,87235.7891,-5794804.5,-5794804.7891,0.289099999703467,-0.00000498895148715385%,,,,,,,,,
87235.7891,1,-5707569,5794804.5,5794804.7891,-0.289099999703467,-0.00000498895148715385%,,,,,,,,,
11768168,0,77705.4609,11845874,11845873.4609,0.539100000634789,0.00000455095187715969%,,,,,,,,,
77705.4609,0,11768168,11845874,11845873.4609,0.539100000634789,0.00000455095187715969%,,,,,,,,,
11768168,1,77705.4609,11690462,11690462.5391,-0.539100000634789,-0.00000461145141889563%,,,,,,,,,
77705.4609,1,11768168,-11690462,-11690462.5391,0.539100000634789,-0.00000461145141889563%,,,,,,,,,
2117417,0,56018.2578,2173435.25,2173435.2578,-0.00779999978840351,-0.00000035887886517029%,,,,,,,,,
56018.2578,0,2117417,2173435.25,2173435.2578,-0.00779999978840351,-0.00000035887886517029%,,,,,,,,,
2117417,1,56018.2578,2061398.75,2061398.7422,0.00780000002123416,0.00000037838385468838%,,,,,,,,,
56018.2578,1,2117417,-2061398.75,-2061398.7422,-0.00780000002123416,0.00000037838385468838%,,,,,,,,,
-978634.25,0,33058.0977,-945576.1875,-945576.1523,-0.0352000000420958,0.00000372259811718771%,,,,,,,,,
33058.0977,0,-978634.25,-945576.1875,-945576.1523,-0.0352000000420958,0.00000372259811718771%,,,,,,,,,
-978634.25,1,33058.0977,-1011692.3125,-1011692.3477,0.0352000000420958,-0.00000347931860136336%,,,,,,,,,
33058.0977,1,-978634.25,1011692.3125,1011692.3477,-0.0352000000420958,-0.00000347931860136336%,,,,,,,,,
-10002250,0,31100.3672,-9971149,-9971149.6328,0.632799999788404,-0.00000634630933334722%,,,,,,,,,
31100.3672,0,-10002250,-9971149,-9971149.6328,0.632799999788404,-0.00000634630933334722%,,,,,,,,,
-10002250,1,31100.3672,-10033351,-10033350.3672,-0.632799999788404,0.00000630696603456696%,,,,,,,,,
31100.3672,1,-10002250,10033351,10033350.3672,0.632799999788404,0.00000630696603456696%,,,,,,,,,
19860096,0,39600.1836,19899696,19899696.1836,-0.183600001037121,-0.00000092262715643082%,,,,,,,,,
39600.1836,0,19860096,19899696,19899696.1836,-0.183600001037121,-0.00000092262715643082%,,,,,,,,,
19860096,1,39600.1836,19820496,19820495.8164,0.183600001037121,0.00000092631386589838%,,,,,,,,,
39600.1836,1,19860096,-19820496,-19820495.8164,-0.183600001037121,0.00000092631386589838%,,,,,,,,,
19166376,0,-4564.4062,19161812,19161811.5938,0.406199999153614,0.00000211984131649141%,,,,,,,,,
-4564.4062,0,19166376,19161812,19161811.5938,0.406199999153614,0.00000211984131649141%,,,,,,,,,
19166376,1,-4564.4062,19170940,19170940.4062,-0.406199999153614,-0.00000211883189111707%,,,,,,,,,
-4564.4062,1,19166376,-19170940,-19170940.4062,0.406199999153614,-0.00000211883189111707%,,,,,,,,,
18816034,0,20133.707,18836168,18836167.707,0.293000001460314,0.00000155551811821800%,,,,,,,,,
20133.707,0,18816034,18836168,18836167.707,0.293000001460314,0.00000155551811821800%,,,,,,,,,
18816034,1,20133.707,18795900,18795900.293,-0.293000001460314,-0.00000155885058386606%,,,,,,,,,
20133.707,1,18816034,-18795900,-18795900.293,0.293000001460314,-0.00000155885058386606%,,,,,,,,,
-14077621,0,64462.4219,-14013158,-14013158.5781,0.578099999576807,-0.00000412540824650533%,,,,,,,,,
64462.4219,0,-14077621,-14013158,-14013158.5781,0.578099999576807,-0.00000412540824650533%,,,,,,,,,
-14077621,1,64462.4219,-14142084,-14142083.4219,-0.578099999576807,0.00000408779938804193%,,,,,,,,,
64462.4219,1,-14077621,14142084,14142083.4219,0.578099999576807,0.00000408779938804193%,,,,,,,,,
18002500,0,90760.8047,18093262,18093260.8047,1.19530000165105,0.00000660632715436541%,,,,,,,,,
90760.8047,0,18002500,18093262,18093260.8047,1.19530000165105,0.00000660632715436541%,,,,,,,,,
18002500,1,90760.8047,17911738,17911739.1953,-1.19530000165105,-0.00000667327716542843%,,,,,,,,,
90760.8047,1,18002500,-17911738,-17911739.1953,1.19530000165105,-0.00000667327716542843%,,,,,,,,,
13446208,0,15135.0469,13461343,13461343.0469,-0.046900000423193,-0.00000034840506077136%,,,,,,,,,
15135.0469,0,13446208,13461343,13461343.0469,-0.046900000423193,-0.00000034840506077136%,,,,,,,,,
13446208,1,15135.0469,13431073,13431072.9531,0.046900000423193,0.00000034919027382967%,,,,,,,,,
15135.0469,1,13446208,-13431073,-13431072.9531,-0.046900000423193,0.00000034919027382967%,,,,,,,,,
-15020047,0,38095.6719,-14981952,-14981951.3281,-0.671900000423193,0.00000448472956365159%,,,,,,,,,
38095.6719,0,-15020047,-14981952,-14981951.3281,-0.671900000423193,0.00000448472956365159%,,,,,,,,,
-15020047,1,38095.6719,-15058142,-15058142.6719,0.671900000423193,-0.00000446203768328630%,,,,,,,,,
38095.6719,1,-15020047,15058142,15058142.6719,-0.671900000423193,-0.00000446203768328630%,,,,,,,,,
1129900.75,0,42241.8281,1172142.5,1172142.5781,-0.0781000000424683,-0.00000666301194937100%,,,,,,,,,
42241.8281,0,1129900.75,1172142.5,1172142.5781,-0.0781000000424683,-0.00000666301194937100%,,,,,,,,,
1129900.75,1,42241.8281,1087659,1087658.9219,0.0781000000424683,0.00000718055986761343%,,,,,,,,,
42241.8281,1,1129900.75,-1087659,-1087658.9219,-0.0781000000424683,0.00000718055986761343%,,,,,,,,,
4151315.5,0,74484.6562,4225800.5,4225800.1562,0.343799999915063,0.00000813573730907856%,,,,,,,,,
74484.6562,0,4151315.5,4225800.5,4225800.1562,0.343799999915063,0.00000813573730907856%,,,,,,,,,
4151315.5,1,74484.6562,4076831,4076830.8438,0.156200000084937,0.00000383140743556932%,,,,,,,,,
74484.6562,1,4151315.5,-4076831,-4076830.8438,-0.156200000084937,0.00000383140743556932%,,,,,,,,,
5017233,0,73617.3047,5090850,5090850.3047,-0.304700000211596,-0.00000598524768898213%,,,,,,,,,
73617.3047,0,5017233,5090850,5090850.3047,-0.304700000211596,-0.00000598524768898213%,,,,,,,,,
5017233,1,73617.3047,4943616,4943615.6953,0.304700000211596,0.00000616350499294031%,,,,,,,,,
73617.3047,1,5017233,-4943616,-4943615.6953,-0.304700000211596,0.00000616350499294031%,,,,,,,,,
6719719.5,0,73634.1641,6793354,6793353.6641,0.335900000296533,0.00000494453869039121%,,,,,,,,,
73634.1641,0,6719719.5,6793354,6793353.6641,0.335900000296533,0.00000494453869039121%,,,,,,,,,
6719719.5,1,73634.1641,6646085,6646085.3359,-0.335900000296533,-0.00000505410302937445%,,,,,,,,,
73634.1641,1,6719719.5,-6646085,-6646085.3359,0.335900000296533,-0.00000505410302937445%,,,,,,,,,
14548123,0,-4394.769,14543728,14543728.231,-0.231000000610948,-0.00000158831351178971%,,,,,,,,,
-4394.769,0,14548123,14543728,14543728.231,-0.231000000610948,-0.00000158831351178971%,,,,,,,,,
14548123,1,-4394.769,14552518,14552517.769,0.231000000610948,0.00000158735419037266%,,,,,,,,,
-4394.769,1,14548123,-14552518,-14552517.769,-0.231000000610948,0.00000158735419037266%,,,,,,,,,
-4886085.5,0,13643.4863,-4872442,-4872442.0137,0.0137000000104308,-0.00000028117317706214%,,,,,,,,,
13643.4863,0,-4886085.5,-4872442,-4872442.0137,0.0137000000104308,-0.00000028117317706214%,,,,,,,,,
-4886085.5,1,13643.4863,-4899729,-4899728.9863,-0.0137000000104308,0.00000027960730172499%,,,,,,,,,
13643.4863,1,-4886085.5,4899729,4899728.9863,0.0137000000104308,0.00000027960730172499%,,,,,,,,,
5078101.5,0,28232.9277,5106334.5,5106334.4277,0.0723000001162291,0.00000141588846441447%,,,,,,,,,
28232.9277,0,5078101.5,5106334.5,5106334.4277,0.0723000001162291,0.00000141588846441447%,,,,,,,,,
5078101.5,1,28232.9277,5049868.5,5049868.5723,-0.0723000001162291,-0.00000143172043155372%,,,,,,,,,
28232.9277,1,5078101.5,-5049868.5,-5049868.5723,0.0723000001162291,-0.00000143172043155372%,,,,,,,,,
-694956.375,0,37744.0625,-657212.3125,-657212.3125,0,0.00000000000000000000%,,,,,,,,,
37744.0625,0,-694956.375,-657212.3125,-657212.3125,0,0.00000000000000000000%,,,,,,,,,
-694956.375,1,37744.0625,-732700.4375,-732700.4375,0,0.00000000000000000000%,,,,,,,,,
37744.0625,1,-694956.375,732700.4375,732700.4375,0,0.00000000000000000000%,,,,,,,,,
-13045275,0,82824.7812,-12962450,-12962450.2188,0.218800000846386,-0.00000168795248701554%,,,,,,,,,
82824.7812,0,-13045275,-12962450,-12962450.2188,0.218800000846386,-0.00000168795248701554%,,,,,,,,,
-13045275,1,82824.7812,-13128100,-13128099.7812,-0.218800000846386,0.00000166665400547699%,,,,,,,,,
82824.7812,1,-13045275,13128100,13128099.7812,0.218800000846386,0.00000166665400547699%,,,,,,,,,
-2750282.25,0,12706.2764,-2737576,-2737575.9736,-0.0263999998569489,0.00000096435679270782%,,,,,,,,,
12706.2764,0,-2750282.25,-2737576,-2737575.9736,-0.0263999998569489,0.00000096435679270782%,,,,,,,,,
-2750282.25,1,12706.2764,-2762988.5,-2762988.5264,0.0263999998569489,-0.00000095548713303368%,,,,,,,,,
12706.2764,1,-2750282.25,2762988.5,2762988.5264,-0.0263999998569489,-0.00000095548713303368%,,,,,,,,,
-2230921,0,62211.5469,-2168709.5,-2168709.4531,-0.0468999999575317,0.00000216257645257606%,,,,,,,,,
62211.5469,0,-2230921,-2168709.5,-2168709.4531,-0.0468999999575317,0.00000216257645257606%,,,,,,,,,
-2230921,1,62211.5469,-2293132.5,-2293132.5469,0.0468999999575317,-0.00000204523720274844%,,,,,,,,,
62211.5469,1,-2230921,2293132.5,2293132.5469,-0.0468999999575317,-0.00000204523720274844%,,,,,,,,,
-5995321,0,67514.0469,-5927807,-5927806.9531,-0.046900000423193,0.00000079118636612595%,,,,,,,,,
67514.0469,0,-5995321,-5927807,-5927806.9531,-0.046900000423193,0.00000079118636612595%,,,,,,,,,
-5995321,1,67514.0469,-6062835,-6062835.0469,0.046900000423193,-0.00000077356550294360%,,,,,,,,,
67514.0469,1,-5995321,6062835,6062835.0469,-0.046900000423193,-0.00000077356550294360%,,,,,,,,,
-414390.2188,0,67093.7812,-347296.4375,-347296.4376,9.99999465420842E-05,-0.00000002879383020256%,,,,,,,,,
67093.7812,0,-414390.2188,-347296.4375,-347296.4376,9.99999465420842E-05,-0.00000002879383020256%,,,,,,,,,
-414390.2188,1,67093.7812,-481484,-481484,0,0.00000000000000000000%,,,,,,,,,
67093.7812,1,-414390.2188,481484,481484,0,0.00000000000000000000%,,,,,,,,,
-11525363,0,94702.1953,-11430661,-11430660.8047,-0.195299999788404,0.00000170856263802440%,,,,,,,,,
94702.1953,0,-11525363,-11430661,-11430660.8047,-0.195299999788404,0.00000170856263802440%,,,,,,,,,
-11525363,1,94702.1953,-11620065,-11620065.1953,0.195299999788404,-0.00000168071345991585%,,,,,,,,,
94702.1953,1,-11525363,11620065,11620065.1953,-0.195299999788404,-0.00000168071345991585%,,,,,,,,,
2594183.5,0,67224.9297,2661408.25,2661408.4297,-0.179700000211597,-0.00000675206399011266%,,,,,,,,,
67224.9297,0,2594183.5,2661408.25,2661408.4297,-0.179700000211597,-0.00000675206399011266%,,,,,,,,,
2594183.5,1,67224.9297,2526958.75,2526958.5703,0.179700000211597,0.00000711131564734212%,,,,,,,,,
67224.9297,1,2594183.5,-2526958.75,-2526958.5703,-0.179700000211597,0.00000711131564734212%,,,,,,,,,
-1511900.875,0,23064.7148,-1488836.25,-1488836.1602,-0.0897999999579042,0.00000603155688708159%,,,,,,,,,
23064.7148,0,-1511900.875,-1488836.25,-1488836.1602,-0.0897999999579042,0.00000603155688708159%,,,,,,,,,
-1511900.875,1,23064.7148,-1534965.5,-1534965.5898,0.0897999999579042,-0.00000585029401014812%,,,,,,,,,
23064.7148,1,-1511900.875,1534965.5,1534965.5898,-0.0897999999579042,-0.00000585029401014812%,,,,,,,,,
12044072,0,93440.7344,12137512,12137512.7344,-0.734400000423193,-0.00000605066306823938%,,,,,,,,,
93440.7344,0,12044072,12137512,12137512.7344,-0.734400000423193,-0.00000605066306823938%,,,,,,,,,
12044072,1,93440.7344,11950632,11950631.2656,0.734400000423193,0.00000614528207005407%,,,,,,,,,
93440.7344,1,12044072,-11950632,-11950631.2656,-0.734400000423193,0.00000614528207005407%,,,,,,,,,
-13285360,0,67369.3672,-13217990,-13217990.6328,0.632799999788404,-0.00000478741449716367%,,,,,,,,,
67369.3672,0,-13285360,-13217990,-13217990.6328,0.632799999788404,-0.00000478741449716367%,,,,,,,,,
-13285360,1,67369.3672,-13352730,-13352729.3672,-0.632799999788404,0.00000473910600886460%,,,,,,,,,
67369.3672,1,-13285360,13352730,13352729.3672,0.632799999788404,0.00000473910600886460%,,,,,,,,,
-5838707,0,32332.9121,-5806374,-5806374.0879,0.0878999996930361,-0.00000151385354030517%,,,,,,,,,
32332.9121,0,-5838707,-5806374,-5806374.0879,0.0878999996930361,-0.00000151385354030517%,,,,,,,,,
-5838707,1,32332.9121,-5871040,-5871039.9121,-0.0878999996930361,0.00000149717939256174%,,,,,,,,,
32332.9121,1,-5838707,5871040,5871039.9121,0.0878999996930361,0.00000149717939256174%,,,,,,,,,
13105397,0,-3135.1633,13102262,13102261.8367,0.16330000013113,0.00000124634969264406%,,,,,,,,,
-3135.1633,0,13105397,13102262,13102261.8367,0.16330000013113,0.00000124634969264406%,,,,,,,,,
13105397,1,-3135.1633,13108532,13108532.1633,-0.16330000013113,-0.00000124575351455689%,,,,,,,,,
-3135.1633,1,13105397,-13108532,-13108532.1633,0.16330000013113,-0.00000124575351455689%,,,,,,,,,
201759.7812,0,76551.8828,278311.6562,278311.664,-0.00779999996302649,-0.00000280261339065778%,,,,,,,,,
76551.8828,0,201759.7812,278311.6562,278311.664,-0.00779999996302649,-0.00000280261339065778%,,,,,,,,,
201759.7812,1,76551.8828,125207.8984,125207.8984,0,0.00000000000000000000%,,,,,,,,,
76551.8828,1,201759.7812,-125207.8984,-125207.8984,0,0.00000000000000000000%,,,,,,,,,
-12893680,0,56023.7461,-12837657,-12837656.2539,-0.746099999174476,0.00000581180851409552%,,,,,,,,,
56023.7461,0,-12893680,-12837657,-12837656.2539,-0.746099999174476,0.00000581180851409552%,,,,,,,,,
-12893680,1,56023.7461,-12949703,-12949703.7461,0.746099999174476,-0.00000576152175990262%,,,,,,,,,
56023.7461,1,-12893680,12949703,12949703.7461,-0.746099999174476,-0.00000576152175990262%,,,,,,,,,
19950998,0,82748.7266,20033748,20033746.7266,1.27340000122786,0.00000635627483269062%,,,,,,,,,
82748.7266,0,19950998,20033748,20033746.7266,1.27340000122786,0.00000635627483269062%,,,,,,,,,
19950998,1,82748.7266,19868248,19868249.2734,-1.27340000122786,-0.00000640922098220656%,,,,,,,,,
82748.7266,1,19950998,-19868248,-19868249.2734,1.27340000122786,-0.00000640922098220656%,,,,,,,,,
13139373,0,34250.5469,13173623,13173623.5469,-0.546900000423193,-0.00000415147737049074%,,,,,,,,,
34250.5469,0,13139373,13173623,13173623.5469,-0.546900000423193,-0.00000415147737049074%,,,,,,,,,
13139373,1,34250.5469,13105122,13105122.4531,-0.453099999576807,-0.00000345742667570135%,,,,,,,,,
34250.5469,1,13139373,-13105122,-13105122.4531,0.453099999576807,-0.00000345742667570135%,,,,,,,,,
-12778722,0,-3334.9351,-12782057,-12782056.9351,-0.0648999996483326,0.00000050774300238106%,,,,,,,,,
-3334.9351,0,-12778722,-12782057,-12782056.9351,-0.0648999996483326,0.00000050774300238106%,,,,,,,,,
-12778722,1,-3334.9351,-12775387,-12775387.0649,0.0648999996483326,-0.00000050800808866796%,,,,,,,,,
-3334.9351,1,-12778722,12775387,12775387.0649,-0.0648999996483326,-0.00000050800808866796%,,,,,,,,,
-18628470,0,17442.2773,-18611028,-18611027.7227,-0.277300000190735,0.00000148997682622605%,,,,,,,,,
17442.2773,0,-18628470,-18611028,-18611027.7227,-0.277300000190735,0.00000148997682622605%,,,,,,,,,
-18628470,1,17442.2773,-18645912,-18645912.2773,0.277300000190735,-0.00000148718923518871%,,,,,,,,,
17442.2773,1,-18628470,18645912,18645912.2773,-0.277300000190735,-0.00000148718923518871%,,,,,,,,,
12053007,0,59752.7109,12112759,12112759.7109,-0.710899999365211,-0.00000586901760071644%,,,,,,,,,
59752.7109,0,12053007,12112759,12112759.7109,-0.710899999365211,-0.00000586901760071644%,,,,,,,,,
12053007,1,59752.7109,11993255,11993254.2891,0.710899999365211,0.00000592749876079346%,,,,,,,,,
59752.7109,1,12053007,-11993255,-11993254.2891,-0.710899999365211,0.00000592749876079346%,,,,,,,,,
-12046182,0,44285.25,-12001897,-12001896.75,-0.25,0.00000208300408849959%,,,,,,,,,
44285.25,0,-12046182,-12001897,-12001896.75,-0.25,0.00000208300408849959%,,,,,,,,,
-12046182,1,44285.25,-12090467,-12090467.25,0.25,-0.00000206774473501014%,,,,,,,,,
44285.25,1,-12046182,12090467,12090467.25,-0.25,-0.00000206774473501014%,,,,,,,,,
-310447.75,0,43174.1953,-267273.5625,-267273.5547,-0.00780000002123416,0.00000291835832018219%,,,,,,,,,
43174.1953,0,-310447.75,-267273.5625,-267273.5547,-0.00780000002123416,0.00000291835832018219%,,,,,,,,,
-310447.75,1,43174.1953,-353621.9375,-353621.9453,0.00780000002123416,-0.00000220574546486840%,,,,,,,,,
43174.1953,1,-310447.75,353621.9375,353621.9453,-0.00780000002123416,-0.00000220574546486840%,,,,,,,,,
17781476,0,37914.2188,17819390,17819390.2188,-0.218800000846386,-0.00000122787591584108%,,,,,,,,,
37914.2188,0,17781476,17819390,17819390.2188,-0.218800000846386,-0.00000122787591584108%,,,,,,,,,
17781476,1,37914.2188,17743562,17743561.7812,0.218800000846386,0.00000123312333535093%,,,,,,,,,
37914.2188,1,17781476,-17743562,-17743561.7812,-0.218800000846386,0.00000123312333535093%,,,,,,,,,
-17371794,0,92767.7031,-17279026,-17279026.2969,0.296900000423193,-0.00000171826812067795%,,,,,,,,,
92767.7031,0,-17371794,-17279026,-17279026.2969,0.296900000423193,-0.00000171826812067795%,,,,,,,,,
-17371794,1,92767.7031,-17464562,-17464561.7031,-0.296900000423193,0.00000170001403682803%,,,,,,,,,
92767.7031,1,-17371794,17464562,17464561.7031,0.296900000423193,0.00000170001403682803%,,,,,,,,,
16084627,0,39648.3633,16124276,16124275.3633,0.636700000613928,0.00000394870458528079%,,,,,,,,,
39648.3633,0,16084627,16124276,16124275.3633,0.636700000613928,0.00000394870458528079%,,,,,,,,,
16084627,1,39648.3633,16044978,16044978.6367,-0.636700000613928,-0.00000396821968436649%,,,,,,,,,
39648.3633,1,16084627,-16044978,-16044978.6367,0.636700000613928,-0.00000396821968436649%,,,,,,,,,
-1872268.625,0,87438.2188,-1784830.375,-1784830.4062,0.0312000000849366,-0.00000174806524903187%,,,,,,,,,
87438.2188,0,-1872268.625,-1784830.375,-1784830.4062,0.0312000000849366,-0.00000174806524903187%,,,,,,,,,
-1872268.625,1,87438.2188,-1959706.875,-1959706.8438,-0.0312000000849366,0.00000159207486485263%,,,,,,,,,
87438.2188,1,-1872268.625,1959706.875,1959706.8438,0.0312000000849366,0.00000159207486485263%,,,,,,,,,
8787833,0,99576.5391,8887409,8887409.5391,-0.539100000634789,-0.00000606588453320429%,,,,,,,,,
99576.5391,0,8787833,8887409,8887409.5391,-0.539100000634789,-0.00000606588453320429%,,,,,,,,,
8787833,1,99576.5391,8688256,8688256.4609,-0.460899999365211,-0.00000530486181478887%,,,,,,,,,
99576.5391,1,8787833,-8688256,-8688256.4609,0.460899999365211,-0.00000530486181478887%,,,,,,,,,
18009698,0,64146.9609,18073846,18073844.9609,1.03909999877214,0.00000574919172439555%,,,,,,,,,
64146.9609,0,18009698,18073846,18073844.9609,1.03909999877214,0.00000574919172439555%,,,,,,,,,
18009698,1,64146.9609,17945550,17945551.0391,-1.03909999877214,-0.00000579029307324216%,,,,,,,,,
64146.9609,1,18009698,-17945550,-17945551.0391,1.03909999877214,-0.00000579029307324216%,,,,,,,,,
18181776,0,49763.1445,18231538,18231539.1445,-1.14449999853969,-0.00000627758298116565%,,,,,,,,,
49763.1445,0,18181776,18231538,18231539.1445,-1.14449999853969,-0.00000627758298116565%,,,,,,,,,
18181776,1,49763.1445,18132014,18132012.8555,1.14449999853969,0.00000631204052004918%,,,,,,,,,
49763.1445,1,18181776,-18132014,-18132012.8555,-1.14449999853969,0.00000631204052004918%,,,,,,,,,
-18115604,0,64186.9688,-18051416,-18051417.0312,1.03119999915361,-0.00000571257091546493%,,,,,,,,,
64186.9688,0,-18115604,-18051416,-18051417.0312,1.03119999915361,-0.00000571257091546493%,,,,,,,,,
